"RefSeq.accession.number","Gene.Name","ensembl_gene_id"
"NM_017866","TMEM70 ","ENSG00000175606"
"NM_017867","C4orf27 ","ENSG00000056050"
"NM_017871","CPSF3L ","ENSG00000127054"
"NM_017875","SLC25A38 ","ENSG00000144659"
"NM_017881","NMRK1 ","ENSG00000106733"
"NM_017883","WDR13 ","ENSG00000101940"
"NM_017884","PINX1 ","ENSG00000284764"
"NM_017884","PINX1 ","ENSG00000254093"
"NM_017887","C1orf123 ","ENSG00000162384"
"NM_017892","PRPF40A ","ENSG00000196504"
"NM_017895","DDX27 ","ENSG00000124228"
"NM_017896","GID8 ","ENSG00000101193"
"NM_017900","AURKAIP1 ","ENSG00000175756"
"NM_017901","TPCN1 ","ENSG00000186815"
"NM_017905","TMCO3 ","ENSG00000150403"
"NM_017906","PAK1IP1 ","ENSG00000285226"
"NM_017906","PAK1IP1 ","ENSG00000111845"
"NM_017907","LAMTOR1 ","ENSG00000149357"
"NM_017908","ZNF446 ","ENSG00000083838"
"NM_017909","RMND1 ","ENSG00000155906"
"NM_017913","CDC37L1 ","ENSG00000106993"
"NM_017916","PIH1D1 ","ENSG00000104872"
"NM_017917","PPP2R3C ","ENSG00000092020"
"NM_017919","STX17 ","ENSG00000136874"
"NM_017921","NPLOC4 ","ENSG00000182446"
"NM_017924","C14orf119 ","ENSG00000179933"
"NM_017929","PEX26 ","ENSG00000215193"
"NM_017944","USP47 ","ENSG00000170242"
"NM_017948","NOL8 ","ENSG00000198000"
"NM_017948","NOL8 ","ENSG00000291347"
"NM_017952","PTCD3 ","ENSG00000132300"
"NM_017956","TRMT12 ","ENSG00000183665"
"NM_017969","IWS1 ","ENSG00000163166"
"NM_017970","NRDE2 ","ENSG00000119720"
"NM_017971","MRPL20 ","ENSG00000242485"
"NM_017974","ATG16L1 ","ENSG00000281089"
"NM_017974","ATG16L1 ","ENSG00000085978"
"NM_017988","SCYL2 ","ENSG00000136021"
"NM_017994","TMEM248 ","ENSG00000106609"
"NM_017999","RNF31 ","ENSG00000092098"
"NM_017999","RNF31 ","ENSG00000285152"
"NM_018028","SAMD4B ","ENSG00000179134"
"NM_018031","WDR6 ","ENSG00000178252"
"NM_018034","WDR70 ","ENSG00000082068"
"NM_018035","ATP5SL ","ENSG00000105341"
"NM_018036","ATG2B ","ENSG00000066739"
"NM_018044","NSUN5 ","ENSG00000130305"
"NM_018045","BSDC1 ","ENSG00000160058"
"NM_018046","AGGF1 ","ENSG00000164252"
"NM_018049","PLEKHJ1 ","ENSG00000104886"
"NM_018052","VAC14 ","ENSG00000103043"
"NM_018060","IARS2 ","ENSG00000067704"
"NM_018064","AKIRIN2 ","ENSG00000135334"
"NM_018066","GPN2 ","ENSG00000142751"
"NM_018071","ARHGEF40 ","ENSG00000165801"
"NM_018074","CCDC94 ","ENSG00000105248"
"NM_018077","RBM28 ","ENSG00000106344"
"NM_018081","WRAP53 ","ENSG00000141499"
"NM_018085","IPO9 ","ENSG00000198700"
"NM_018091","ELP3 ","ENSG00000134014"
"NM_018093","WDR74 ","ENSG00000133316"
"NM_018094","GSPT2 ","ENSG00000189369"
"NM_018106","ZDHHC4 ","ENSG00000136247"
"NM_018107","RBM23 ","ENSG00000100461"
"NM_018109","MTPAP ","ENSG00000107951"
"NM_018114","DALRD3 ","ENSG00000178149"
"NM_018115","SDAD1 ","ENSG00000198301"
"NM_018119","POLR3E ","ENSG00000058600"
"NM_018119","POLR3E ","ENSG00000284282"
"NM_018120","ARMC1 ","ENSG00000104442"
"NM_018122","DARS2 ","ENSG00000117593"
"NM_018125","ARHGEF10L ","ENSG00000074964"
"NM_018126","TMEM33 ","ENSG00000109133"
"NM_018127","ELAC2 ","ENSG00000006744"
"NM_018128","TSR1 ","ENSG00000167721"
"NM_018129","PNPO ","ENSG00000108439"
"NM_018135","MRPS18A ","ENSG00000096080"
"NM_018138","TBCCD1 ","ENSG00000113838"
"NM_018139","DNAAF2 ","ENSG00000165506"
"NM_018141","MRPS10 ","ENSG00000048544"
"NM_018142","INTS10 ","ENSG00000104613"
"NM_018145","RMDN3 ","ENSG00000137824"
"NM_018146","RNMTL1 ","ENSG00000171861"
"NM_018149","SMG8 ","ENSG00000167447"
"NM_018150","RNF220 ","ENSG00000187147"
"NM_018163","DNAJC17 ","ENSG00000104129"
"NM_018164","ASUN ","ENSG00000064102"
"NM_018171","APPL2 ","ENSG00000136044"
"NM_018179","ATF7IP ","ENSG00000171681"
"NM_018180","DHX32 ","ENSG00000089876"
"NM_018184","ARL8B ","ENSG00000134108"
"NM_018188","ATAD3A ","ENSG00000197785"
"NM_018195","C11orf57 ","ENSG00000150776"
"NM_018196","TMLHE ","ENSG00000185973"
"NM_018198","DNAJC11 ","ENSG00000007923"
"NM_018199","EXD2 ","ENSG00000081177"
"NM_018200","HMG20A ","ENSG00000140382"
"NM_018202","TMEM57 ","ENSG00000204178"
"NM_018210","CARKD ","ENSG00000213995"
"NM_018216","PANK4 ","ENSG00000157881"
"NM_018216","PANK4 ","ENSG00000273494"
"NM_018224","COA1 ","ENSG00000106603"
"NM_018225","SMU1 ","ENSG00000122692"
"NM_018229","AP5M1 ","ENSG00000053770"
"NM_018230","NUP133 ","ENSG00000069248"
"NM_018233","OGFOD1 ","ENSG00000087263"
"NM_018237","CCAR1 ","ENSG00000060339"
"NM_018241","TMEM184C ","ENSG00000164168"
"NM_018244","UQCC ","ENSG00000101019"
"NM_018246","CCDC25 ","ENSG00000147419"
"NM_018247","TMEM30A ","ENSG00000112697"
"NM_018253","YY1AP1 ","ENSG00000163374"
"NM_018255","ELP2 ","ENSG00000134759"
"NM_018256","WDR12 ","ENSG00000138442"
"NM_018259","TTC17 ","ENSG00000052841"
"NM_018261","EXOC1 ","ENSG00000090989"
"NM_018264","TYW1 ","ENSG00000198874"
"NM_018266","TMEM39A ","ENSG00000176142"
"NM_018268","WDR41 ","ENSG00000164253"
"NM_018269","ADI1 ","ENSG00000182551"
"NM_018269","ADI1 ","ENSG00000280830"
"NM_018279","TMEM19 ","ENSG00000139291"
"NM_018283","NUDT15 ","ENSG00000136159"
"NM_018285","IMP3 ","ENSG00000177971"
"NM_018288","PHF10 ","ENSG00000130024"
"NM_018289","VPS53 ","ENSG00000283883"
"NM_018289","VPS53 ","ENSG00000141252"
"NM_018292","QRSL1 ","ENSG00000130348"
"NM_018293","ZNF654 ",NA
"NM_018297","NGLY1 ","ENSG00000151092"
"NM_018299","UBE2W ","ENSG00000104343"
"NM_018301","RBM41 ","ENSG00000089682"
"NM_018303","EXOC2 ","ENSG00000112685"
"NM_018307","RHOT1 ","ENSG00000126858"
"NM_018309","TBC1D23 ","ENSG00000036054"
"NM_018310","BRF2 ","ENSG00000104221"
"NM_018312","PPP6R3 ","ENSG00000110075"
"NM_018320","RNF121 ","ENSG00000137522"
"NM_018321","BRIX1 ","ENSG00000113460"
"NM_018332","DDX19A ","ENSG00000168872"
"NM_018337","ZNF444 ","ENSG00000167685"
"NM_018339","RFK ","ENSG00000135002"
"NM_018343","RIOK2 ","ENSG00000058729"
"NM_018346","RSAD1 ","ENSG00000136444"
"NM_018348","FTSJD1 ","ENSG00000180917"
"NM_018348","FTSJD1 ","ENSG00000292378"
"NM_018358","ABCF3 ","ENSG00000161204"
"NM_018359","UFSP2 ","ENSG00000109775"
"NM_018360","TXLNG ","ENSG00000086712"
"NM_018362","LIN7C ","ENSG00000148943"
"NM_018366","BLOC1S4 ","ENSG00000186222"
"NM_018368","LMBRD1 ","ENSG00000168216"
"NM_018373","SYNJ2BP ","ENSG00000213463"
"NM_018374","TMEM106B ","ENSG00000106460"
"NM_018379","FAM63A ","ENSG00000143409"
"NM_018383","WDR33 ","ENSG00000136709"
"NM_018385","LSG1 ","ENSG00000041802"
"NM_018386","PCID2 ","ENSG00000126226"
"NM_018394","ABHD10 ","ENSG00000144827"
"NM_018396","METTL2B ","ENSG00000165055"
"NM_018412","ST7 ","ENSG00000004866"
"NM_018425","PI4K2A ","ENSG00000155252"
"NM_018426","TMEM63B ","ENSG00000137216"
"NM_018427","RRN3 ","ENSG00000278494"
"NM_018427","RRN3 ","ENSG00000085721"
"NM_018428","UTP6 ","ENSG00000108651"
"NM_018438","FBXO6 ","ENSG00000116663"
"NM_018445","VIMP ","ENSG00000131871"
"NM_018446","GLT8D1 ","ENSG00000016864"
"NM_018447","EMC3 ","ENSG00000125037"
"NM_018452","TMEM242 ","ENSG00000215712"
"NM_018453","EAPP ","ENSG00000129518"
"NM_018461","PPP2R2D ","ENSG00000175470"
"NM_018462","BRK1 ","ENSG00000254999"
"NM_018464","CISD1 ","ENSG00000122873"
"NM_018465","PLGRKT ","ENSG00000107020"
"NM_018467","USE1 ","ENSG00000053501"
"NM_018469","TEX2 ","ENSG00000136478"
"NM_018471","ZC3H15 ","ENSG00000065548"
"NM_018473","ACOT13 ","ENSG00000112304"
"NM_018477","ACTR10 ","ENSG00000131966"
"NM_018486","HDAC8 ","ENSG00000147099"
"NM_018509","LRRC59 ","ENSG00000108829"
"NM_018559","KIAA1704 ","ENSG00000133114"
"NM_018590","CSGALNACT2 ","ENSG00000169826"
"NM_018622","PARL ","ENSG00000175193"
"NM_018639","WSB2 ","ENSG00000176871"
"NM_018641","CHST12 ","ENSG00000136213"
"NM_018648","NOP10 ","ENSG00000182117"
"NM_018648","NOP10 ","ENSG00000291996"
"NM_018656","SLC35E3 ","ENSG00000175782"
"NM_018657","MYNN ","ENSG00000085274"
"NM_018686","CMAS ","ENSG00000111726"
"NM_018691","FAM114A2 ","ENSG00000055147"
"NM_018714","COG1 ","ENSG00000166685"
"NM_018835","RC3H2 ","ENSG00000056586"
"NM_018838","NDUFA12 ","ENSG00000184752"
"NM_018840","C20orf24 ","ENSG00000101084"
"NM_018844","BCAP29 ","ENSG00000075790"
"NM_018844","BCAP29 ","ENSG00000283852"
"NM_018848","MKKS ","ENSG00000125863"
"NM_018946","NANS ","ENSG00000095380"
"NM_018955","UBB ","ENSG00000170315"
"NM_018959","DAZAP1 ","ENSG00000071626"
"NM_018975","TERF2IP ","ENSG00000166848"
"NM_018976","SLC38A2 ","ENSG00000134294"
"NM_018981","DNAJC10 ","ENSG00000077232"
"NM_018982","YIPF1 ","ENSG00000058799"
"NM_018989","RBM27 ","ENSG00000091009"
"NM_018993","RIN2 ","ENSG00000132669"
"NM_018994","FBXO42 ","ENSG00000291375"
"NM_018994","FBXO42 ","ENSG00000037637"
"NM_018997","MRPS21 ","ENSG00000266472"
"NM_018998","FBXW5 ","ENSG00000159069"
"NM_019006","ZFAND6 ","ENSG00000086666"
"NM_019008","SMCR7L ","ENSG00000100335"
"NM_019009","TOLLIP ","ENSG00000078902"
"NM_019009","TOLLIP ","ENSG00000291426"
"NM_019023","PRMT7 ","ENSG00000132600"
"NM_019026","TMCO1 ","ENSG00000143183"
"NM_019030","DHX29 ","ENSG00000067248"
"NM_019037","EXOSC4 ","ENSG00000178896"
"NM_019040","ELP4 ","ENSG00000109911"
"NM_019042","PUS7 ","ENSG00000091127"
"NM_019045","WDR44 ","ENSG00000131725"
"NM_019048","ASNSD1 ","ENSG00000138381"
"NM_019051","MRPL50 ","ENSG00000136897"
"NM_019054","FAM35A ","ENSG00000122376"
"NM_019056","NDUFB11 ","ENSG00000147123"
"NM_019059","TOMM7 ","ENSG00000196683"
"NM_019069","WDR5B ","ENSG00000196981"
"NM_019070","DDX49 ","ENSG00000105671"
"NM_019082","DDX56 ","ENSG00000136271"
"NM_019088","PAF1 ","ENSG00000006712"
"NM_019095","CRLS1 ","ENSG00000088766"
"NM_019100","DMAP1 ","ENSG00000178028"
"NM_019103","ZMAT5 ","ENSG00000100319"
"NM_019104","LIN37 ","ENSG00000267796"
"NM_019116","UBFD1 ","ENSG00000103353"
"NM_019121","PPP1R37 ","ENSG00000104866"
"NM_019556","MOSPD1 ","ENSG00000101928"
"NM_019557","MTFR1L ","ENSG00000117640"
"NM_019594","LRRC8A ","ENSG00000136802"
"NM_019597","HNRNPH2 ","ENSG00000126945"
"NM_019606","MEPCE ","ENSG00000146834"
"NM_019610","RBMXL1 ","ENSG00000213516"
"NM_019613","WDR45B ","ENSG00000141580"
"NM_019852","METTL3 ","ENSG00000165819"
"NM_019884","GSK3A ","ENSG00000105723"
"NM_019886","CHST7 ","ENSG00000147119"
"NM_019887","DIABLO ","ENSG00000184047"
"NM_019896","POLE4 ","ENSG00000115350"
"NM_020122","KCMF1 ","ENSG00000176407"
"NM_020123","TM9SF3 ","ENSG00000077147"
"NM_020131","UBQLN4 ","ENSG00000160803"
"NM_020132","AGPAT3 ","ENSG00000160216"
"NM_020135","WRNIP1 ","ENSG00000124535"
"NM_020137","GRIPAP1 ","ENSG00000292219"
"NM_020137","GRIPAP1 ","ENSG00000068400"
"NM_020141","TMEM167B ","ENSG00000215717"
"NM_020143","PNO1 ","ENSG00000115946"
"NM_020150","SAR1A ","ENSG00000079332"
"NM_020151","STARD7 ","ENSG00000084090"
"NM_020154","EMC7 ","ENSG00000134153"
"NM_020156","C1GALT1 ","ENSG00000106392"
"NM_020162","DHX33 ","ENSG00000005100"
"NM_020166","MCCC1 ","ENSG00000078070"
"NM_020170","NCLN ","ENSG00000125912"
"NM_020177","FEM1C ","ENSG00000145780"
"NM_020185","DUSP22 ","ENSG00000112679"
"NM_020187","C3orf37 ","ENSG00000183624"
"NM_020188","CMC2 ","ENSG00000103121"
"NM_020188","CMC2 ","ENSG00000291948"
"NM_020189","ENY2 ","ENSG00000120533"
"NM_020191","MRPS22 ","ENSG00000175110"
"NM_020194","MFF ","ENSG00000168958"
"NM_020195","SDR39U1 ","ENSG00000100445"
"NM_020198","CCDC47 ","ENSG00000108588"
"NM_020199","C5orf15 ","ENSG00000113583"
"NM_020202","NIT2 ","ENSG00000114021"
"NM_020216","RNPEP ","ENSG00000176393"
"NM_020218","ATXN7L3 ",NA
"NM_020230","PPAN ","ENSG00000130810"
"NM_020232","PSMG2 ","ENSG00000128789"
"NM_020233","ADPRM ","ENSG00000170222"
"NM_020234","DTWD1 ","ENSG00000104047"
"NM_020236","MRPL1 ","ENSG00000169288"
"NM_020243","TOMM22 ","ENSG00000100216"
"NM_020244","CHPT1 ","ENSG00000111666"
"NM_020248","CTNNBIP1 ","ENSG00000178585"
"NM_020307","CCNL1 ","ENSG00000163660"
"NM_020314","C16orf62 ","ENSG00000103544"
"NM_020320","RARS2 ","ENSG00000146282"
"NM_020362","PITHD1 ","ENSG00000057757"
"NM_020365","EIF2B3 ","ENSG00000070785"
"NM_020368","UTP3 ","ENSG00000132467"
"NM_020375","C12orf5 ","ENSG00000078237"
"NM_020382","SETD8 ","ENSG00000183955"
"NM_020383","XPNPEP1 ","ENSG00000108039"
"NM_020395","INTS12 ","ENSG00000138785"
"NM_020399","GOPC ","ENSG00000047932"
"NM_020401","NUP107 ","ENSG00000111581"
"NM_020408","LYRM4 ","ENSG00000214113"
"NM_020409","MRPL47 ","ENSG00000136522"
"NM_020414","DDX24 ","ENSG00000089737"
"NM_020414","DDX24 ","ENSG00000273761"
"NM_020423","SCYL3 ","ENSG00000000457"
"NM_020424","LYRM1 ","ENSG00000102897"
"NM_020425","SMIM8 ","ENSG00000111850"
"NM_020442","VARS2 ","ENSG00000206476"
"NM_020442","VARS2 ","ENSG00000234032"
"NM_020442","VARS2 ","ENSG00000236178"
"NM_020442","VARS2 ","ENSG00000137411"
"NM_020442","VARS2 ","ENSG00000223494"
"NM_020442","VARS2 ","ENSG00000230985"
"NM_020444","KIAA1191 ","ENSG00000122203"
"NM_020456","SPRYD7 ","ENSG00000123178"
"NM_020463","SMEK2 ","ENSG00000275052"
"NM_020470","YIF1A ","ENSG00000174851"
"NM_020474","GALNT1 ","ENSG00000141429"
"NM_020533","MCOLN1 ","ENSG00000090674"
"NM_020536","CSRP2BP ","ENSG00000149474"
"NM_020642","AKIP1 ","ENSG00000166452"
"NM_020644","TMEM9B ","ENSG00000175348"
"NM_020662","MRS2 ","ENSG00000124532"
"NM_020673","RAB22A ","ENSG00000124209"
"NM_020679","MIF4GD ","ENSG00000125457"
"NM_020680","SCYL1 ","ENSG00000142186"
"NM_020690","ANKHD1-EIF4EBP3 ","ENSG00000254996"
"NM_020695","REXO1 ","ENSG00000079313"
"NM_020696","KIAA1143 ","ENSG00000163807"
"NM_020696","KIAA1143 ","ENSG00000281665"
"NM_020699","GATAD2B ","ENSG00000143614"
"NM_020699","GATAD2B ","ENSG00000261992"
"NM_020701","ISY1 ","ENSG00000240682"
"NM_020706","SCAF4 ","ENSG00000156304"
"NM_020710","LRRC47 ","ENSG00000130764"
"NM_020727","ZBTB21 ","ENSG00000173276"
"NM_020745","AARS2 ","ENSG00000124608"
"NM_020755","SERINC1 ","ENSG00000111897"
"NM_020772","NUFIP2 ","ENSG00000108256"
"NM_020774","MIB1 ","ENSG00000101752"
"NM_020781","ZNF398 ","ENSG00000197024"
"NM_020786","PDP2 ","ENSG00000172840"
"NM_020803","KLHL8 ","ENSG00000145332"
"NM_020806","GPHN ","ENSG00000171723"
"NM_020827","KIAA1430 ","ENSG00000164323"
"NM_020832","ZNF687 ","ENSG00000143373"
"NM_020857","VPS18 ","ENSG00000104142"
"NM_020865","DHX36 ","ENSG00000281763"
"NM_020865","DHX36 ","ENSG00000174953"
"NM_020889","PHF12 ","ENSG00000109118"
"NM_020901","PHRF1 ","ENSG00000274780"
"NM_020901","PHRF1 ","ENSG00000070047"
"NM_020905","RDH14 ","ENSG00000240857"
"NM_020919","ALS2 ","ENSG00000003393"
"NM_020920","CHD8 ","ENSG00000100888"
"NM_020931","KIAA1586 ","ENSG00000168116"
"NM_020940","FAM160B1 ","ENSG00000151553"
"NM_020943","CWC22 ","ENSG00000163510"
"NM_020944","GBA2 ","ENSG00000070610"
"NM_020946","DENND1A ","ENSG00000119522"
"NM_020960","GPR107 ","ENSG00000148358"
"NM_020961","METTL14 ","ENSG00000145388"
"NM_021003","PPM1A ","ENSG00000100614"
"NM_021009","UBC ","ENSG00000150991"
"NM_021074","NDUFV2 ","ENSG00000178127"
"NM_021079","NMT1 ","ENSG00000136448"
"NM_021090","MTMR3 ","ENSG00000100330"
"NM_021107","MRPS12 ","ENSG00000128626"
"NM_021107","MRPS12 ","ENSG00000283018"
"NM_021117","CRY2 ","ENSG00000121671"
"NM_021128","POLR2L ","ENSG00000177700"
"NM_021129","PPA1 ","ENSG00000180817"
"NM_021131","PPP2R4 ","ENSG00000119383"
"NM_021134","MRPL23 ","ENSG00000214026"
"NM_021134","MRPL23 ","ENSG00000288141"
"NM_021137","TNFAIP1 ","ENSG00000109079"
"NM_021141","XRCC5 ","ENSG00000079246"
"NM_021156","TMX4 ","ENSG00000125827"
"NM_021160","ABHD16A ","ENSG00000236063"
"NM_021160","ABHD16A ","ENSG00000204427"
"NM_021160","ABHD16A ","ENSG00000206403"
"NM_021160","ABHD16A ","ENSG00000231488"
"NM_021160","ABHD16A ","ENSG00000235676"
"NM_021160","ABHD16A ","ENSG00000224552"
"NM_021160","ABHD16A ","ENSG00000230475"
"NM_021163","RBAK ","ENSG00000146587"
"NM_021168","RAB40C ","ENSG00000197562"
"NM_021174","KIAA1967 ","ENSG00000158941"
"NM_021177","LSM2 ","ENSG00000236826"
"NM_021177","LSM2 ","ENSG00000204392"
"NM_021177","LSM2 ","ENSG00000231502"
"NM_021177","LSM2 ","ENSG00000225998"
"NM_021177","LSM2 ","ENSG00000172850"
"NM_021177","LSM2 ","ENSG00000224979"
"NM_021178","CCNB1IP1 ","ENSG00000291784"
"NM_021178","CCNB1IP1 ","ENSG00000100814"
"NM_021184","C6orf47 ","ENSG00000204439"
"NM_021184","C6orf47 ","ENSG00000235360"
"NM_021184","C6orf47 ","ENSG00000203623"
"NM_021184","C6orf47 ","ENSG00000226531"
"NM_021184","C6orf47 ","ENSG00000226103"
"NM_021184","C6orf47 ","ENSG00000228435"
"NM_021184","C6orf47 ","ENSG00000228177"
"NM_021188","ZNF410 ","ENSG00000119725"
"NM_021194","SLC30A1 ","ENSG00000170385"
"NM_021203","SRPRB ","ENSG00000144867"
"NM_021204","ENOPH1 ","ENSG00000145293"
"NM_021210","TRAPPC1 ","ENSG00000170043"
"NM_021215","RPRD1B ","ENSG00000101413"
"NM_021222","PRUNE ","ENSG00000143363"
"NM_021228","SCAF1 ","ENSG00000126461"
"NM_021237","SELK ","ENSG00000113811"
"NM_021241","WIZ ","ENSG00000011451"
"NM_021242","MID1IP1 ","ENSG00000165175"
"NM_021249","SNX6 ","ENSG00000129515"
"NM_021252","RAB18 ","ENSG00000099246"
"NM_021253","TRIM39 ","ENSG00000230308"
"NM_021253","TRIM39 ","ENSG00000226437"
"NM_021253","TRIM39 ","ENSG00000224994"
"NM_021253","TRIM39 ","ENSG00000232839"
"NM_021253","TRIM39 ","ENSG00000204599"
"NM_021253","TRIM39 ","ENSG00000206495"
"NM_021253","TRIM39 ","ENSG00000229929"
"NM_021254","C21orf59 ","ENSG00000159079"
"NM_021260","ZFYVE1 ","ENSG00000165861"
"NM_021622","PLEKHA1 ","ENSG00000107679"
"NM_021627","SENP2 ","ENSG00000163904"
"NM_021639","GPBP1L1 ","ENSG00000159592"
"NM_021640","C12orf10 ","ENSG00000139637"
"NM_021640","C12orf10 ","ENSG00000291835"
"NM_021645","UTP14C ","ENSG00000253797"
"NM_021806","FAM3A ","ENSG00000071889"
"NM_021807","EXOC4 ","ENSG00000131558"
"NM_021818","SAV1 ","ENSG00000151748"
"NM_021821","MRPS35 ","ENSG00000061794"
"NM_021824","NIF3L1 ","ENSG00000196290"
"NM_021826","FASTKD5 ","ENSG00000215251"
"NM_021830","C10orf2 ","ENSG00000107815"
"NM_021928","SPCS3 ","ENSG00000129128"
"NM_021930","RINT1 ","ENSG00000135249"
"NM_021932","RIC8A ","ENSG00000177963"
"NM_021933","MIIP ","ENSG00000116691"
"NM_021934","C12orf44 ","ENSG00000123395"
"NM_021937","EEFSEC ","ENSG00000132394"
"NM_021937","EEFSEC ","ENSG00000284869"
"NM_021940","SMAP1 ","ENSG00000112305"
"NM_021942","TRAPPC11 ","ENSG00000168538"
"NM_021943","ZFAND3 ","ENSG00000156639"
"NM_021947","SRR ","ENSG00000167720"
"NM_021959","PPP1R11 ","ENSG00000206501"
"NM_021959","PPP1R11 ","ENSG00000236560"
"NM_021959","PPP1R11 ","ENSG00000233314"
"NM_021959","PPP1R11 ","ENSG00000234058"
"NM_021959","PPP1R11 ","ENSG00000237829"
"NM_021959","PPP1R11 ","ENSG00000204619"
"NM_021959","PPP1R11 ","ENSG00000237403"
"NM_021959","PPP1R11 ","ENSG00000227720"
"NM_021970","LAMTOR3 ","ENSG00000109270"
"NM_021974","POLR2F ","ENSG00000100142"
"NM_021975","RELA ","ENSG00000173039"
"NM_021976","RXRB ","ENSG00000204231"
"NM_021976","RXRB ","ENSG00000231321"
"NM_021976","RXRB ","ENSG00000235712"
"NM_021976","RXRB ","ENSG00000227322"
"NM_021976","RXRB ","ENSG00000228333"
"NM_021976","RXRB ","ENSG00000206289"
"NM_021982","SEC24A ","ENSG00000113615"
"NM_021988","UBE2V1 ","ENSG00000244687"
"NM_021994","ZNF277 ","ENSG00000198839"
"NM_021999","ITM2B ","ENSG00000136156"
"NM_022037","TIA1 ","ENSG00000116001"
"NM_022039","FBXW4 ","ENSG00000107829"
"NM_022060","ABHD4 ","ENSG00000100439"
"NM_022061","MRPL17 ","ENSG00000158042"
"NM_022063","FAM204A ","ENSG00000165669"
"NM_022075","CERS2 ","ENSG00000143418"
"NM_022095","ZNF335 ","ENSG00000198026"
"NM_022100","MRPS14 ","ENSG00000120333"
"NM_022104","PCIF1 ","ENSG00000100982"
"NM_022105","DIDO1 ","ENSG00000101191"
"NM_022110","FKBPL ","ENSG00000204315"
"NM_022110","FKBPL ","ENSG00000223666"
"NM_022110","FKBPL ","ENSG00000230907"
"NM_022110","FKBPL ","ENSG00000224200"
"NM_022126","LHPP ","ENSG00000107902"
"NM_022130","GOLPH3 ","ENSG00000113384"
"NM_022149","MAGEF1 ","ENSG00000177383"
"NM_022152","TMBIM1 ","ENSG00000135926"
"NM_022163","MRPL46 ","ENSG00000259494"
"NM_022167","XYLT2 ","ENSG00000015532"
"NM_022170","EIF4H ","ENSG00000106682"
"NM_022334","ITGB1BP1 ","ENSG00000119185"
"NM_022338","C11orf24 ","ENSG00000171067"
"NM_022347","TOR1AIP2 ","ENSG00000169905"
"NM_022362","MMS19 ","ENSG00000155229"
"NM_022366","TFB2M ","ENSG00000162851"
"NM_022371","TOR3A ","ENSG00000186283"
"NM_022372","MLST8 ","ENSG00000167965"
"NM_022373","HERPUD2 ","ENSG00000122557"
"NM_022374","ATL2 ","ENSG00000119787"
"NM_022453","RNF25 ","ENSG00000163481"
"NM_022455","NSD1 ","ENSG00000165671"
"NM_022457","RFWD2 ","ENSG00000143207"
"NM_022460","HS1BP3 ","ENSG00000118960"
"NM_022461","AZI2 ","ENSG00000163512"
"NM_022464","SIL1 ","ENSG00000120725"
"NM_022470","ZMAT3 ","ENSG00000172667"
"NM_022476","AKTIP ","ENSG00000166971"
"NM_022480","KLHL25 ","ENSG00000183655"
"NM_022482","GZF1 ","ENSG00000125812"
"NM_022484","TMEM168 ","ENSG00000146802"
"NM_022488","ATG3 ","ENSG00000144848"
"NM_022489","INF2 ","ENSG00000203485"
"NM_022490","POLR1E ","ENSG00000137054"
"NM_022493","NARFL ","ENSG00000103245"
"NM_022495","PCNXL4 ","ENSG00000126773"
"NM_022497","MRPS25 ","ENSG00000131368"
"NM_022553","VPS52 ","ENSG00000225590"
"NM_022553","VPS52 ","ENSG00000228425"
"NM_022553","VPS52 ","ENSG00000224455"
"NM_022553","VPS52 ","ENSG00000206286"
"NM_022553","VPS52 ","ENSG00000223618"
"NM_022553","VPS52 ","ENSG00000223501"
"NM_022553","VPS52 ","ENSG00000236014"
"NM_022575","VPS16 ","ENSG00000215305"
"NM_022717","SNRNP35 ","ENSG00000184209"
"NM_022719","DGCR14 ","ENSG00000100056"
"NM_022727","TRMT2A ","ENSG00000099899"
"NM_022730","COPS7B ","ENSG00000144524"
"NM_022731","NUCKS1 ","ENSG00000069275"
"NM_022734","METTL17 ","ENSG00000165792"
"NM_022735","ACBD3 ","ENSG00000182827"
"NM_022737","LPPR2 ","ENSG00000105520"
"NM_022749","FAM160B2 ","ENSG00000158863"
"NM_022752","ZNF574 ","ENSG00000105732"
"NM_022756","MEAF6 ","ENSG00000163875"
"NM_022758","C6orf106 ","ENSG00000196821"
"NM_022761","C11orf1 ","ENSG00000137720"
"NM_022762","RMND5B ","ENSG00000145916"
"NM_022766","CERK ","ENSG00000100422"
"NM_022768","RBM15 ","ENSG00000162775"
"NM_022771","TBC1D15 ","ENSG00000121749"
"NM_022780","RMND5A ","ENSG00000153561"
"NM_022786","ARV1 ","ENSG00000173409"
"NM_022821","ELOVL1 ","ENSG00000066322"
"NM_022826","7-Mar","ENSG00000136536"
"NM_022830","TUT1 ","ENSG00000149016"
"NM_022838","ARMCX5 ","ENSG00000125962"
"NM_022839","MRPS11 ","ENSG00000181991"
"NM_022899","ACTR8 ","ENSG00000113812"
"NM_022902","SLC30A5 ","ENSG00000145740"
"NM_022903","CCDC71 ","ENSG00000177352"
"NM_022913","GPBP1 ","ENSG00000062194"
"NM_022915","MRPL44 ","ENSG00000135900"
"NM_022916","VPS33A ","ENSG00000139719"
"NM_022917","NOL6 ","ENSG00000165271"
"NM_023007","JMJD4 ","ENSG00000081692"
"NM_023010","UPF3B ","ENSG00000125351"
"NM_023012","RSRC2 ","ENSG00000111011"
"NM_023015","INTS3 ","ENSG00000262826"
"NM_023015","INTS3 ","ENSG00000143624"
"NM_023074","ZNF649 ","ENSG00000198093"
